geo_level,region,year,population
Município,Fronteira,2017,3091
Município,Fronteira,2018,3035
Município,Fronteira,2019,2988
Município,Fronteira,2020,2953
Município,Fronteira,2022,2954
Município,Fronteira,2023,2993
Município,Fronteira,2024,3001
Município,Fronteira,2025,2972
Município,Gavião,1982,6808
Município,Gavião,1983,6765
Município,Gavião,1984,6719
Município,Gavião,1985,6677
Município,Gavião,1986,6632
Município,Gavião,1987,6584
Município,Gavião,1988,6525
Município,Gavião,1989,6461
Município,Gavião,1990,6396
Município,Gavião,1991,6117
Município,Gavião,1992,5825
Município,Gavião,1993,5720
Município,Gavião,1994,5603
Município,Gavião,1995,5484
Município,Gavião,1996,5362
Município,Gavião,1997,5246
Município,Gavião,1998,5149
Município,Gavião,1999,5061
Município,Gavião,2000,4963
Município,Gavião,2001,4869
Município,Gavião,2002,4793
Município,Gavião,2003,4718
Município,Gavião,2004,4647
Município,Gavião,2005,4566
Município,Gavião,2006,4487
Município,Gavião,2007,4415
Município,Gavião,2008,4331
Município,Gavião,2009,4251
Município,Gavião,2010,4185
Município,Gavião,2011,4149
Município,Gavião,2012,4097
Município,Gavião,2013,4003
Município,Gavião,2014,3897
Município,Gavião,2015,3803
Município,Gavião,2016,3714
Município,Gavião,2017,3627
Município,Gavião,2018,3549
Município,Gavião,2019,3465
Município,Gavião,2020,3412
Município,Gavião,2022,3349
Município,Gavião,2023,3314
Município,Gavião,2024,3282
Município,Gavião,2025,3255
Município,Marvão,1982,5408
Município,Marvão,1983,5357
Município,Marvão,1984,5295
Município,Marvão,1985,5205
Município,Marvão,1986,5100
Município,Marvão,1987,4984
Município,Marvão,1988,4819
Município,Marvão,1989,4640
Município,Marvão,1990,4457
Município,Marvão,1991,4387
Município,Marvão,1992,4393
Município,Marvão,1993,4358
Município,Marvão,1994,4321
Município,Marvão,1995,4282
Município,Marvão,1996,4238
Município,Marvão,1997,4191
Município,Marvão,1998,4148
Município,Marvão,1999,4103
Município,Marvão,2000,4058
Município,Marvão,2001,4019
Município,Marvão,2002,3977
Município,Marvão,2003,3926
Município,Marvão,2004,3873
Município,Marvão,2005,3831
Município,Marvão,2006,3782
Município,Marvão,2007,3730
Município,Marvão,2008,3684
Município,Marvão,2009,3628
Município,Marvão,2010,3564
Município,Marvão,2011,3510
Município,Marvão,2012,3465
Município,Marvão,2013,3411
Município,Marvão,2014,3354
Município,Marvão,2015,3298
Município,Marvão,2016,3243
Município,Marvão,2017,3197
Município,Marvão,2018,3145
Município,Marvão,2019,3088
Município,Marvão,2020,3055
Município,Marvão,2022,2983
Município,Marvão,2023,2966
Município,Marvão,2024,2940
Município,Marvão,2025,2921
Município,Monforte,1982,4245
Município,Monforte,1983,4213
Município,Monforte,1984,4167
Município,Monforte,1985,4127
Município,Monforte,1986,4073
Município,Monforte,1987,4002
Município,Monforte,1988,3921
Município,Monforte,1989,3833
Município,Monforte,1990,3743
Município,Monforte,1991,3727
Município,Monforte,1992,3736
Município,Monforte,1993,3696
Município,Monforte,1994,3654
Município,Monforte,1995,3613
Município,Monforte,1996,3577
Município,Monforte,1997,3534
Município,Monforte,1998,3488
Município,Monforte,1999,3450
Município,Monforte,2000,3421
Município,Monforte,2001,3407
Município,Monforte,2002,3405
Município,Monforte,2003,3404
Município,Monforte,2004,3401
Município,Monforte,2005,3397
Município,Monforte,2006,3396
Município,Monforte,2007,3385
Município,Monforte,2008,3363
Município,Monforte,2009,3353
Município,Monforte,2010,3343
Município,Monforte,2011,3336
Município,Monforte,2012,3314
Município,Monforte,2013,3267
Município,Monforte,2014,3213
Município,Monforte,2015,3160
Município,Monforte,2016,3111
Município,Monforte,2017,3065
Município,Monforte,2018,3022
Município,Monforte,2019,2990
Município,Monforte,2020,2989
Município,Monforte,2022,2921
Município,Monforte,2023,2917
Município,Monforte,2024,2924
Município,Monforte,2025,2902
Município,Nisa,1982,10646
Município,Nisa,1983,10567
Município,Nisa,1984,10459
Município,Nisa,1985,10341
Município,Nisa,1986,10217
Município,Nisa,1987,10088
Município,Nisa,1988,9966
Município,Nisa,1989,9856
Município,Nisa,1990,9759
Município,Nisa,1991,9742
Município,Nisa,1992,9682
Município,Nisa,1993,9510
Município,Nisa,1994,9361
Município,Nisa,1995,9242
Município,Nisa,1996,9113
Município,Nisa,1997,8975
Município,Nisa,1998,8855
Município,Nisa,1999,8740
Município,Nisa,2000,8649
Município,Nisa,2001,8559
Município,Nisa,2002,8464
Município,Nisa,2003,8367
Município,Nisa,2004,8245
Município,Nisa,2005,8118
Município,Nisa,2006,8018
Município,Nisa,2007,7923
Município,Nisa,2008,7789
Município,Nisa,2009,7661
Município,Nisa,2010,7549
Município,Nisa,2011,7421
Município,Nisa,2012,7264
Município,Nisa,2013,7095
Município,Nisa,2014,6929
Município,Nisa,2015,6764
Município,Nisa,2016,6583
Município,Nisa,2017,6401
Município,Nisa,2018,6256
Município,Nisa,2019,6138
Município,Nisa,2020,6033
Município,Nisa,2022,5917
Município,Nisa,2023,5914
Município,Nisa,2024,5933
Município,Nisa,2025,5975
Município,Ponte de Sor,1982,18112
Município,Ponte de Sor,1983,18110
Município,Ponte de Sor,1984,18105
Município,Ponte de Sor,1985,18097
Município,Ponte de Sor,1986,18050
Município,Ponte de Sor,1987,17933
Município,Ponte de Sor,1988,17798
Município,Ponte de Sor,1989,17669
Município,Ponte de Sor,1990,17526
Município,Ponte de Sor,1991,17699
Município,Ponte de Sor,1992,17944
Município,Ponte de Sor,1993,17967
Município,Ponte de Sor,1994,18009
Município,Ponte de Sor,1995,18051
Município,Ponte de Sor,1996,18088
Município,Ponte de Sor,1997,18125
Município,Ponte de Sor,1998,18134
Município,Ponte de Sor,1999,18113
Município,Ponte de Sor,2000,18125
Município,Ponte de Sor,2001,18087
Município,Ponte de Sor,2002,17995
Município,Ponte de Sor,2003,17896
Município,Ponte de Sor,2004,17763
Município,Ponte de Sor,2005,17609
Município,Ponte de Sor,2006,17447
Município,Ponte de Sor,2007,17305
Município,Ponte de Sor,2008,17172
Município,Ponte de Sor,2009,17017
Município,Ponte de Sor,2010,16846
Município,Ponte de Sor,2011,16686
Município,Ponte de Sor,2012,16516
Município,Ponte de Sor,2013,16322
Município,Ponte de Sor,2014,16124
Município,Ponte de Sor,2015,15943
Município,Ponte de Sor,2016,15762
Município,Ponte de Sor,2017,15589
Município,Ponte de Sor,2018,15460
Município,Ponte de Sor,2019,15363
Município,Ponte de Sor,2020,15327
Município,Ponte de Sor,2022,15496
Município,Ponte de Sor,2023,15640
Município,Ponte de Sor,2024,15710
Município,Ponte de Sor,2025,15717
Município,Portalegre,1982,27411
Município,Portalegre,1983,27411
Município,Portalegre,1984,27366
Município,Portalegre,1985,27264
Município,Portalegre,1986,27061
Município,Portalegre,1987,26764
Município,Portalegre,1988,26414
Município,Portalegre,1989,26023
Município,Portalegre,1990,25581
Município,Portalegre,1991,25795
Município,Portalegre,1992,26200
Município,Portalegre,1993,26151
Município,Portalegre,1994,26124
Município,Portalegre,1995,26093
Município,Portalegre,1996,26042
Município,Portalegre,1997,26019
Município,Portalegre,1998,26023
Município,Portalegre,1999,26013
Município,Portalegre,2000,25996
Município,Portalegre,2001,25957
Município,Portalegre,2002,25882
Município,Portalegre,2003,25780
Município,Portalegre,2004,25699
Município,Portalegre,2005,25630
Município,Portalegre,2006,25560
Município,Portalegre,2007,25472
Município,Portalegre,2008,25338
Município,Portalegre,2009,25205
Município,Portalegre,2010,25060
Município,Portalegre,2011,24813
Município,Portalegre,2012,24508
Município,Portalegre,2013,24236
Município,Portalegre,2014,23964
Município,Portalegre,2015,23688
Município,Portalegre,2016,23425
Município,Portalegre,2017,23172
Município,Portalegre,2018,22946
Município,Portalegre,2019,22743
Município,Portalegre,2020,22522
Município,Portalegre,2022,23235
Município,Portalegre,2023,23616
Município,Portalegre,2024,23980
Município,Portalegre,2025,24058
Município,Sousel,1982,7259
Município,Sousel,1983,7216
Município,Sousel,1984,7159
Município,Sousel,1985,7076
Município,Sousel,1986,6947
Município,Sousel,1987,6785
Município,Sousel,1988,6601
Município,Sousel,1989,6404
Município,Sousel,1990,6186
Município,Sousel,1991,6107
Município,Sousel,1992,6113
Município,Sousel,1993,6075
Município,Sousel,1994,6043
Município,Sousel,1995,5995
Município,Sousel,1996,5954
Município,Sousel,1997,5919
Município,Sousel,1998,5886
Município,Sousel,1999,5849
Município,Sousel,2000,5808
Município,Sousel,2001,5762
Município,Sousel,2002,5701
Município,Sousel,2003,5634
Município,Sousel,2004,5579
Município,Sousel,2005,5515
Município,Sousel,2006,5439
Município,Sousel,2007,5367
Município,Sousel,2008,5297
Município,Sousel,2009,5224
Município,Sousel,2010,5139
Município,Sousel,2011,5062
Município,Sousel,2012,4978
Município,Sousel,2013,4890
Município,Sousel,2014,4795
Município,Sousel,2015,4700
Município,Sousel,2016,4622
Município,Sousel,2017,4552
Município,Sousel,2018,4481
Município,Sousel,2019,4415
Município,Sousel,2020,4390
Município,Sousel,2022,4407
Município,Sousel,2023,4442
Município,Sousel,2024,4477
Município,Sousel,2025,4494
NUTS III,Alentejo Central,1982,180807
NUTS III,Alentejo Central,1983,180780
NUTS III,Alentejo Central,1984,180575
NUTS III,Alentejo Central,1985,179971
NUTS III,Alentejo Central,1986,178781
NUTS III,Alentejo Central,1987,177250
NUTS III,Alentejo Central,1988,175455
NUTS III,Alentejo Central,1989,173613
NUTS III,Alentejo Central,1990,171585
NUTS III,Alentejo Central,1991,172517
NUTS III,Alentejo Central,1992,174270
NUTS III,Alentejo Central,1993,173854
NUTS III,Alentejo Central,1994,173670
NUTS III,Alentejo Central,1995,173584
NUTS III,Alentejo Central,1996,173455
NUTS III,Alentejo Central,1997,173361
NUTS III,Alentejo Central,1998,173310
NUTS III,Alentejo Central,1999,173294
NUTS III,Alentejo Central,2000,173456
NUTS III,Alentejo Central,2001,173497
NUTS III,Alentejo Central,2002,173222
NUTS III,Alentejo Central,2003,172755
NUTS III,Alentejo Central,2004,172268
NUTS III,Alentejo Central,2005,171686
NUTS III,Alentejo Central,2006,171013
NUTS III,Alentejo Central,2007,170374
NUTS III,Alentejo Central,2008,169532
NUTS III,Alentejo Central,2009,168568
NUTS III,Alentejo Central,2010,167546
NUTS III,Alentejo Central,2011,166381
NUTS III,Alentejo Central,2012,164962
NUTS III,Alentejo Central,2013,163265
NUTS III,Alentejo Central,2014,161466
NUTS III,Alentejo Central,2015,159822
NUTS III,Alentejo Central,2016,158283
NUTS III,Alentejo Central,2017,156719
NUTS III,Alentejo Central,2018,155313
NUTS III,Alentejo Central,2019,154273
NUTS III,Alentejo Central,2020,153636
NUTS III,Alentejo Central,2022,156916
NUTS III,Alentejo Central,2023,159415
NUTS III,Alentejo Central,2024,161221
NUTS III,Alentejo Central,2025,161687
Município,Alandroal,1982,8130
Município,Alandroal,1983,8116
Município,Alandroal,1984,8069
Município,Alandroal,1985,8006
Município,Alandroal,1986,7907
Município,Alandroal,1987,7779
Município,Alandroal,1988,7635
Município,Alandroal,1989,7486
Município,Alandroal,1990,7324
Município,Alandroal,1991,7270
Município,Alandroal,1992,7266
Município,Alandroal,1993,7189
Município,Alandroal,1994,7100
Município,Alandroal,1995,6998
Município,Alandroal,1996,6896
Município,Alandroal,1997,6815
Município,Alandroal,1998,6740
Município,Alandroal,1999,6666
Município,Alandroal,2000,6605
Município,Alandroal,2001,6554
Município,Alandroal,2002,6504
Município,Alandroal,2003,6436
Município,Alandroal,2004,6361
Município,Alandroal,2005,6275
Município,Alandroal,2006,6207
Município,Alandroal,2007,6155
Município,Alandroal,2008,6075
Município,Alandroal,2009,5989
Município,Alandroal,2010,5909
Município,Alandroal,2011,5812
Município,Alandroal,2012,5713
Município,Alandroal,2013,5622
Município,Alandroal,2014,5520
Município,Alandroal,2015,5432
Município,Alandroal,2016,5358
Município,Alandroal,2017,5271
Município,Alandroal,2018,5184
Município,Alandroal,2019,5115
Município,Alandroal,2020,5060
Município,Alandroal,2022,5028
Município,Alandroal,2023,5072
Município,Alandroal,2024,5050
Município,Alandroal,2025,4997
Município,Arraiolos,1982,8876
Município,Arraiolos,1983,8852
Município,Arraiolos,1984,8820
Município,Arraiolos,1985,8766
Município,Arraiolos,1986,8674
Município,Arraiolos,1987,8552
Município,Arraiolos,1988,8411
Município,Arraiolos,1989,8275
Município,Arraiolos,1990,8147
Município,Arraiolos,1991,8127
Município,Arraiolos,1992,8129
Município,Arraiolos,1993,8042
Município,Arraiolos,1994,7963
Município,Arraiolos,1995,7904
Município,Arraiolos,1996,7846
Município,Arraiolos,1997,7784
Município,Arraiolos,1998,7714
Município,Arraiolos,1999,7654
Município,Arraiolos,2000,7628
Município,Arraiolos,2001,7614
Município,Arraiolos,2002,7594
Município,Arraiolos,2003,7573
Município,Arraiolos,2004,7567
Município,Arraiolos,2005,7548
Município,Arraiolos,2006,7531
Município,Arraiolos,2007,7511
Município,Arraiolos,2008,7474
Município,Arraiolos,2009,7430
Município,Arraiolos,2010,7388
Município,Arraiolos,2011,7298
Município,Arraiolos,2012,7182
Município,Arraiolos,2013,7093
Município,Arraiolos,2014,6999
Município,Arraiolos,2015,6911
Município,Arraiolos,2016,6834
Município,Arraiolos,2017,6763
Município,Arraiolos,2018,6704
Município,Arraiolos,2019,6657
Município,Arraiolos,2020,6639
Município,Arraiolos,2022,6630
Município,Arraiolos,2023,6689
Município,Arraiolos,2024,6764
Município,Arraiolos,2025,6828
Município,Borba,1982,8840
Município,Borba,1983,8832
Município,Borba,1984,8839
Município,Borba,1985,8815
Município,Borba,1986,8740
Município,Borba,1987,8647
Município,Borba,1988,8515
Município,Borba,1989,8361
Município,Borba,1990,8202
Município,Borba,1991,8186
Município,Borba,1992,8221
Município,Borba,1993,8152
Município,Borba,1994,8085
Município,Borba,1995,8035
Município,Borba,1996,7979
Município,Borba,1997,7919
Município,Borba,1998,7870
Município,Borba,1999,7820
Município,Borba,2000,7787
Município,Borba,2001,7760
Município,Borba,2002,7726
Município,Borba,2003,7690
Município,Borba,2004,7649
Município,Borba,2005,7612
Município,Borba,2006,7571
Município,Borba,2007,7537
Município,Borba,2008,7489
Município,Borba,2009,7434
Município,Borba,2010,7381
Município,Borba,2011,7306
Município,Borba,2012,7207
Município,Borba,2013,7117
Município,Borba,2014,7024
Município,Borba,2015,6920
Município,Borba,2016,6823
Município,Borba,2017,6730
Município,Borba,2018,6643
Município,Borba,2019,6550
Município,Borba,2020,6495
Município,Borba,2022,6591
Município,Borba,2023,6608
Município,Borba,2024,6614
Município,Borba,2025,6579
Município,Estremoz,1982,18024
Município,Estremoz,1983,17907
Município,Estremoz,1984,17770
Município,Estremoz,1985,17581
Município,Estremoz,1986,17273
Município,Estremoz,1987,16877
Município,Estremoz,1988,16422
Município,Estremoz,1989,15972
Município,Estremoz,1990,15493
Município,Estremoz,1991,15414
Município,Estremoz,1992,15566
Município,Estremoz,1993,15560
Município,Estremoz,1994,15617
Município,Estremoz,1995,15668
Município,Estremoz,1996,15684
Município,Estremoz,1997,15692
Município,Estremoz,1998,15690
Município,Estremoz,1999,15682
Município,Estremoz,2000,15683
Município,Estremoz,2001,15631
Município,Estremoz,2002,15517
Município,Estremoz,2003,15399
Município,Estremoz,2004,15288
Município,Estremoz,2005,15167
Município,Estremoz,2006,15028
Município,Estremoz,2007,14895
Município,Estremoz,2008,14752
Município,Estremoz,2009,14589
Município,Estremoz,2010,14415
Município,Estremoz,2011,14191
Município,Estremoz,2012,13947
Município,Estremoz,2013,13741
Município,Estremoz,2014,13564
Município,Estremoz,2015,13417
Município,Estremoz,2016,13278
Município,Estremoz,2017,13127
Município,Estremoz,2018,12988
Município,Estremoz,2019,12872
Município,Estremoz,2020,12787
Município,Estremoz,2022,12812
Município,Estremoz,2023,12851
Município,Estremoz,2024,12864
Município,Estremoz,2025,12852
Município,Évora,1982,52001
Município,Évora,1983,52199
Município,Évora,1984,52359
Município,Évora,1985,52475
Município,Évora,1986,52524
Município,Évora,1987,52586
Município,Évora,1988,52659
Município,Évora,1989,52719
Município,Évora,1990,52688
Município,Évora,1991,53495
Município,Évora,1992,54414
Município,Évora,1993,54583
Município,Évora,1994,54824
Município,Évora,1995,55089
Município,Évora,1996,55329
Município,Évora,1997,55558
Município,Évora,1998,55800
Município,Évora,1999,56036
Município,Évora,2000,56309
Município,Évora,2001,56552
Município,Évora,2002,56682
Município,Évora,2003,56757
Município,Évora,2004,56836
Município,Évora,2005,56891
Município,Évora,2006,56937
Município,Évora,2007,56969
Município,Évora,2008,56908
Município,Évora,2009,56817
Município,Évora,2010,56716
Município,Évora,2011,56618
Município,Évora,2012,56415
Município,Évora,2013,56047
Município,Évora,2014,55632
Município,Évora,2015,55270
Município,Évora,2016,54953
Município,Évora,2017,54637
Município,Évora,2018,54380
Município,Évora,2019,54245
Município,Évora,2020,54053
Município,Évora,2022,56314
Município,Évora,2023,57494
Município,Évora,2024,58366
Município,Évora,2025,58614
Município,Montemor-o-Novo,1982,20255
Município,Montemor-o-Novo,1983,20238
Município,Montemor-o-Novo,1984,20183
Município,Montemor-o-Novo,1985,20076
Município,Montemor-o-Novo,1986,19856
Município,Montemor-o-Novo,1987,19555
Município,Montemor-o-Novo,1988,19228
Município,Montemor-o-Novo,1989,18871
Município,Montemor-o-Novo,1990,18499
Município,Montemor-o-Novo,1991,18503
Município,Montemor-o-Novo,1992,18661
Município,Montemor-o-Novo,1993,18613
Município,Montemor-o-Novo,1994,18590
Município,Montemor-o-Novo,1995,18564
Município,Montemor-o-Novo,1996,18539
Município,Montemor-o-Novo,1997,18545
Município,Montemor-o-Novo,1998,18545
Município,Montemor-o-Novo,1999,18543
Município,Montemor-o-Novo,2000,18562
Município,Montemor-o-Novo,2001,18560
Município,Montemor-o-Novo,2002,18513
Município,Montemor-o-Novo,2003,18434
Município,Montemor-o-Novo,2004,18339
Município,Montemor-o-Novo,2005,18239
Município,Montemor-o-Novo,2006,18125
Município,Montemor-o-Novo,2007,18006
Município,Montemor-o-Novo,2008,17871
Município,Montemor-o-Novo,2009,17717
Município,Montemor-o-Novo,2010,17560
Município,Montemor-o-Novo,2011,17377
Município,Montemor-o-Novo,2012,17185
Município,Montemor-o-Novo,2013,16984
Município,Montemor-o-Novo,2014,16773
Município,Montemor-o-Novo,2015,16597
Município,Montemor-o-Novo,2016,16432
Município,Montemor-o-Novo,2017,16263
Município,Montemor-o-Novo,2018,16104
Município,Montemor-o-Novo,2019,15988
Município,Montemor-o-Novo,2020,15958
Município,Montemor-o-Novo,2022,15859
Município,Montemor-o-Novo,2023,16220
Município,Montemor-o-Novo,2024,16499
Município,Montemor-o-Novo,2025,16592
Município,Mora,1982,7047
Município,Mora,1983,7025
Município,Mora,1984,7009
Município,Mora,1985,6971
Município,Mora,1986,6913
Município,Mora,1987,6829
Município,Mora,1988,6721
Município,Mora,1989,6618
Município,Mora,1990,6516
Município,Mora,1991,6521
Município,Mora,1992,6533
Município,Mora,1993,6445
Município,Mora,1994,6352
Município,Mora,1995,6257
Município,Mora,1996,6170
Município,Mora,1997,6074
Município,Mora,1998,5973
Município,Mora,1999,5894
Município,Mora,2000,5830
Município,Mora,2001,5759
Município,Mora,2002,5690
Município,Mora,2003,5616
Município,Mora,2004,5534
Município,Mora,2005,5456
Município,Mora,2006,5374
Município,Mora,2007,5300
Município,Mora,2008,5231
Município,Mora,2009,5146
Município,Mora,2010,5047
Município,Mora,2011,4997
Município,Mora,2012,4949
Município,Mora,2013,4847
Município,Mora,2014,4752
Município,Mora,2015,4669
Município,Mora,2016,4573
Município,Mora,2017,4467
Município,Mora,2018,4367
Município,Mora,2019,4282
Município,Mora,2020,4224
Município,Mora,2022,4130
Município,Mora,2023,4124
Município,Mora,2024,4140
Município,Mora,2025,4151
Município,Mourão,1982,3488
Município,Mourão,1983,3476
Município,Mourão,1984,3462
Município,Mourão,1985,3439
Município,Mourão,1986,3417
Município,Mourão,1987,3372
Município,Mourão,1988,3315
Município,Mourão,1989,3274
Município,Mourão,1990,3233
Município,Mourão,1991,3236
Município,Mourão,1992,3246
Município,Mourão,1993,3214
Município,Mourão,1994,3183
Município,Mourão,1995,3171
Município,Mourão,1996,3164
Município,Mourão,1997,3166
Município,Mourão,1998,3187
Município,Mourão,1999,3203
Município,Mourão,2000,3215
Município,Mourão,2001,3204
Município,Mourão,2002,3162
Município,Mourão,2003,3116
Município,Mourão,2004,3067
Município,Mourão,2005,3001
Município,Mourão,2006,2932
Município,Mourão,2007,2872
Município,Mourão,2008,2814
Município,Mourão,2009,2755
Município,Mourão,2010,2696
Município,Mourão,2011,2657
Município,Mourão,2012,2629
Município,Mourão,2013,2590
Município,Mourão,2014,2559
Município,Mourão,2015,2523
Município,Mourão,2016,2485
Município,Mourão,2017,2451
Município,Mourão,2018,2410
Município,Mourão,2019,2378
Município,Mourão,2020,2361
Município,Mourão,2022,2495
Município,Mourão,2023,2511
Município,Mourão,2024,2510
Município,Mourão,2025,2512
Município,Portel,1982,8320
Município,Portel,1983,8304
Município,Portel,1984,8267
Município,Portel,1985,8199
Município,Portel,1986,8090
Município,Portel,1987,7946
Município,Portel,1988,7783
Município,Portel,1989,7623
Município,Portel,1990,7471
Município,Portel,1991,7456
Município,Portel,1992,7481
Município,Portel,1993,7417
Município,Portel,1994,7363
Município,Portel,1995,7317
Município,Portel,1996,7275
Município,Portel,1997,7234
Município,Portel,1998,7189
Município,Portel,1999,7141
Município,Portel,2000,7113
Município,Portel,2001,7085
Município,Portel,2002,7035
Município,Portel,2003,6978
Município,Portel,2004,6922
Município,Portel,2005,6864
Município,Portel,2006,6802
Município,Portel,2007,6736
Município,Portel,2008,6664
Município,Portel,2009,6583
Município,Portel,2010,6488
Município,Portel,2011,6356
Município,Portel,2012,6230
Município,Portel,2013,6164
Município,Portel,2014,6088
Município,Portel,2015,5993
Município,Portel,2016,5900
Município,Portel,2017,5813
Município,Portel,2018,5750
Município,Portel,2019,5703
Município,Portel,2020,5699
Município,Portel,2022,5726
Município,Portel,2023,5745
Município,Portel,2024,5745
Município,Portel,2025,5715
Município,Redondo,1982,8423
Município,Redondo,1983,8393
Município,Redondo,1984,8371
Município,Redondo,1985,8326
Município,Redondo,1986,8242
Município,Redondo,1987,8167
Município,Redondo,1988,8080
Município,Redondo,1989,7981
Município,Redondo,1990,7873
Município,Redondo,1991,7879
Município,Redondo,1992,7903
Município,Redondo,1993,7823
Município,Redondo,1994,7741
Município,Redondo,1995,7668
Município,Redondo,1996,7595
Município,Redondo,1997,7513
Município,Redondo,1998,7447
Município,Redondo,1999,7389
Município,Redondo,2000,7326
Município,Redondo,2001,7295
Município,Redondo,2002,7283
Município,Redondo,2003,7263
Município,Redondo,2004,7253
Município,Redondo,2005,7234
Município,Redondo,2006,7189
Município,Redondo,2007,7150
Município,Redondo,2008,7125
Município,Redondo,2009,7101
Município,Redondo,2010,7072
Município,Redondo,2011,7019
Município,Redondo,2012,6948
Município,Redondo,2013,6868
Município,Redondo,2014,6777
Município,Redondo,2015,6693
Município,Redondo,2016,6615
Município,Redondo,2017,6532
Município,Redondo,2018,6454
Município,Redondo,2019,6399
Município,Redondo,2020,6355
Município,Redondo,2022,6367
Município,Redondo,2023,6415
Município,Redondo,2024,6471
Município,Redondo,2025,6462
Município,Reguengos de Monsaraz,1982,11625
Município,Reguengos de Monsaraz,1983,11612
Município,Reguengos de Monsaraz,1984,11602
Município,Reguengos de Monsaraz,1985,11562
Município,Reguengos de Monsaraz,1986,11493
Município,Reguengos de Monsaraz,1987,11428
Município,Reguengos de Monsaraz,1988,11371
Município,Reguengos de Monsaraz,1989,11319
Município,Reguengos de Monsaraz,1990,11237
Município,Reguengos de Monsaraz,1991,11321
Município,Reguengos de Monsaraz,1992,11442
Município,Reguengos de Monsaraz,1993,11424
Município,Reguengos de Monsaraz,1994,11422
Município,Reguengos de Monsaraz,1995,11404
Município,Reguengos de Monsaraz,1996,11384
Município,Reguengos de Monsaraz,1997,11371
Município,Reguengos de Monsaraz,1998,11374
Município,Reguengos de Monsaraz,1999,11384
Município,Reguengos de Monsaraz,2000,11383
Município,Reguengos de Monsaraz,2001,11366
Município,Reguengos de Monsaraz,2002,11330
Município,Reguengos de Monsaraz,2003,11276
Município,Reguengos de Monsaraz,2004,11232
Município,Reguengos de Monsaraz,2005,11185
Município,Reguengos de Monsaraz,2006,11127
Município,Reguengos de Monsaraz,2007,11067
Município,Reguengos de Monsaraz,2008,10992
Município,Reguengos de Monsaraz,2009,10935
Município,Reguengos de Monsaraz,2010,10880
Município,Reguengos de Monsaraz,2011,10800
Município,Reguengos de Monsaraz,2012,10708
Município,Reguengos de Monsaraz,2013,10593
Município,Reguengos de Monsaraz,2014,10459
Município,Reguengos de Monsaraz,2015,10345
Município,Reguengos de Monsaraz,2016,10242
Município,Reguengos de Monsaraz,2017,10126
Município,Reguengos de Monsaraz,2018,10033
Município,Reguengos de Monsaraz,2019,9974
Município,Reguengos de Monsaraz,2020,9932
Município,Reguengos de Monsaraz,2022,10273
Município,Reguengos de Monsaraz,2023,10451
Município,Reguengos de Monsaraz,2024,10567
Município,Reguengos de Monsaraz,2025,10598
Município,Vendas Novas,1982,10949
Município,Vendas Novas,1983,10949
Município,Vendas Novas,1984,10938
Município,Vendas Novas,1985,10900
Município,Vendas Novas,1986,10831
Município,Vendas Novas,1987,10740
Município,Vendas Novas,1988,10619
Município,Vendas Novas,1989,10502
Município,Vendas Novas,1990,10374
Município,Vendas Novas,1991,10453
Município,Vendas Novas,1992,10619
Município,Vendas Novas,1993,10678
Município,Vendas Novas,1994,10770
Município,Vendas Novas,1995,10883
Município,Vendas Novas,1996,11008
Município,Vendas Novas,1997,11128
Município,Vendas Novas,1998,11240
Município,Vendas Novas,1999,11368
Município,Vendas Novas,2000,11523
Município,Vendas Novas,2001,11638
Município,Vendas Novas,2002,11700
Município,Vendas Novas,2003,11749
Município,Vendas Novas,2004,11791
Município,Vendas Novas,2005,11832
Município,Vendas Novas,2006,11853
Município,Vendas Novas,2007,11861
Município,Vendas Novas,2008,11866
Município,Vendas Novas,2009,11871
Município,Vendas Novas,2010,11864
Município,Vendas Novas,2011,11857
Município,Vendas Novas,2012,11821
Município,Vendas Novas,2013,11738
Município,Vendas Novas,2014,11644
Município,Vendas Novas,2015,11548
Município,Vendas Novas,2016,11457
Município,Vendas Novas,2017,11370
Município,Vendas Novas,2018,11271
Município,Vendas Novas,2019,11214
Município,Vendas Novas,2020,11248
Município,Vendas Novas,2022,11899
Município,Vendas Novas,2023,12355
Município,Vendas Novas,2024,12686
Município,Vendas Novas,2025,12830
Município,Viana do Alentejo,1982,6215
Município,Viana do Alentejo,1983,6214
Município,Viana do Alentejo,1984,6188
Município,Viana do Alentejo,1985,6137
Município,Viana do Alentejo,1986,6078
Município,Viana do Alentejo,1987,5998
Município,Viana do Alentejo,1988,5889
Município,Viana do Alentejo,1989,5781
Município,Viana do Alentejo,1990,5671
Município,Viana do Alentejo,1991,5684
Município,Viana do Alentejo,1992,5741
Município,Viana do Alentejo,1993,5707
Município,Viana do Alentejo,1994,5675
Município,Viana do Alentejo,1995,5655
Município,Viana do Alentejo,1996,5634
Município,Viana do Alentejo,1997,5624
Município,Viana do Alentejo,1998,5614
Município,Viana do Alentejo,1999,5608
Município,Viana do Alentejo,2000,5611
Município,Viana do Alentejo,2001,5626
Município,Viana do Alentejo,2002,5658
Município,Viana do Alentejo,2003,5675
Município,Viana do Alentejo,2004,5687
Município,Viana do Alentejo,2005,5705
Município,Viana do Alentejo,2006,5723
Município,Viana do Alentejo,2007,5749
Município,Viana do Alentejo,2008,5762
Município,Viana do Alentejo,2009,5762
Município,Viana do Alentejo,2010,5760
Município,Viana do Alentejo,2011,5815
Município,Viana do Alentejo,2012,5841
Município,Viana do Alentejo,2013,5755
